demo run with success.

log:

0.37857 0.45325 0.37144 0.41936
0.38095 0.45323 0.37164 0.41924
0.38333 0.45321 0.37184 0.41912
0.38571 0.45320 0.37206 0.41900
0.38810 0.45319 0.37228 0.41887
0.39048 0.45319 0.37251 0.41873
0.39286 0.45319 0.37275 0.41860
0.39524 0.45319 0.37300 0.41845
0.39762 0.45320 0.37325 0.41831
0.40000 0.45321 0.37352 0.41816
0.40238 0.45322 0.37380 0.41800
0.40476 0.45325 0.37408 0.41784
0.40714 0.45327 0.37438 0.41768
0.40952 0.45330 0.37468 0.41751
0.41190 0.45334 0.37500 0.41734
0.41429 0.45338 0.37532 0.41716
0.41667 0.45342 0.37565 0.41698
0.41905 0.45348 0.37600 0.41680
0.42143 0.45353 0.37635 0.41661
0.42381 0.45359 0.37671 0.41641
0.42619 0.45366 0.37708 0.41621
0.42857 0.45374 0.37747 0.41601
0.43095 0.45382 0.37786 0.41580
0.43333 0.45390 0.37826 0.41558
0.43571 0.45399 0.37867 0.41536
0.43810 0.45409 0.37909 0.41513
0.44048 0.45419 0.37952 0.41490
0.44286 0.45430 0.37996 0.41466
0.44524 0.45441 0.38041 0.41442
0.44762 0.45453 0.38088 0.41417
0.45000 0.45465 0.38135 0.41391
0.45238 0.45478 0.38183 0.41365
0.45476 0.45491 0.38232 0.41338
0.45714 0.45506 0.38282 0.41310
0.45952 0.45520 0.38333 0.41282
0.46190 0.45535 0.38385 0.41253
0.46429 0.45551 0.38438 0.41223
0.46667 0.45567 0.38492 0.41193
0.46905 0.45584 0.38547 0.41161
0.47143 0.45601 0.38603 0.41130
0.47381 0.45618 0.38660 0.41097
0.47619 0.45637 0.38718 0.41063
0.47857 0.45655 0.38777 0.41029
0.48095 0.45674 0.38837 0.40994
0.48333 0.45694 0.38898 0.40958
0.48571 0.45714 0.38960 0.40921
0.48810 0.45735 0.39023 0.40884
0.49048 0.45755 0.39087 0.40845
0.49286 0.45777 0.39152 0.40806
0.49524 0.45799 0.39218 0.40766
