demo run with success.

log:

Computing BASELINE Forcing Term (w/o Obstacle) ...
Done
Building Feature Matrix from Demo Setting #1/1 ...
Done
Performing Moore-Penrose Inverse ...
Done
Logging Learning Obstacle Avoidance Data ...
Done
Learning Obstacle Avoidance Coupling Term is Done.
1.40714 0.61405 -0.15619 0.17773
1.40952 0.61383 -0.15601 0.17784
1.41190 0.61360 -0.15582 0.17796
1.41429 0.61337 -0.15564 0.17807
1.41667 0.61314 -0.15545 0.17818
1.41905 0.61292 -0.15526 0.17829
1.42143 0.61269 -0.15507 0.17840
1.42381 0.61246 -0.15488 0.17852
1.42619 0.61223 -0.15469 0.17863
1.42857 0.61200 -0.15450 0.17874
1.43095 0.61177 -0.15431 0.17885
1.43333 0.61154 -0.15412 0.17896
1.43571 0.61131 -0.15393 0.17908
1.43810 0.61108 -0.15374 0.17919
1.44048 0.61085 -0.15354 0.17930
1.44286 0.61062 -0.15335 0.17941
1.44524 0.61038 -0.15316 0.17952
1.44762 0.61015 -0.15296 0.17963
1.45000 0.60992 -0.15277 0.17974
1.45238 0.60969 -0.15257 0.17986
1.45476 0.60945 -0.15237 0.17997
1.45714 0.60922 -0.15218 0.18008
1.45952 0.60898 -0.15198 0.18019
1.46190 0.60875 -0.15178 0.18030
1.46429 0.60852 -0.15158 0.18041
1.46667 0.60828 -0.15138 0.18052
1.46905 0.60804 -0.15118 0.18063
1.47143 0.60781 -0.15098 0.18074
1.47381 0.60757 -0.15078 0.18085
1.47619 0.60734 -0.15058 0.18096
1.47857 0.60710 -0.15038 0.18107
1.48095 0.60686 -0.15018 0.18118
1.48333 0.60663 -0.14997 0.18129
1.48571 0.60639 -0.14977 0.18140
1.48810 0.60615 -0.14956 0.18151
1.49048 0.60591 -0.14936 0.18162
1.49286 0.60567 -0.14916 0.18173
1.49524 0.60544 -0.14895 0.18184
1.49762 0.60520 -0.14874 0.18195
1.50000 0.60496 -0.14854 0.18206
1.50238 0.60472 -0.14833 0.18217
1.50476 0.60448 -0.14812 0.18228
1.50714 0.60424 -0.14791 0.18239
1.50952 0.60400 -0.14771 0.18250
1.51190 0.60376 -0.14750 0.18261
1.51429 0.60352 -0.14729 0.18272
1.51667 0.60327 -0.14708 0.18283
1.51905 0.60303 -0.14687 0.18294
1.52143 0.60279 -0.14666 0.18304
1.52381 0.60255 -0.14644 0.18315
1.52619 0.60231 -0.14623 0.18326
1.52857 0.60206 -0.14602 0.18337
1.53095 0.60182 -0.14580 0.18348
1.53333 0.60158 -0.14559 0.18359
1.53571 0.60133 -0.14538 0.18369
1.53810 0.60109 -0.14516 0.18380
