demo run with success.

log:

#!/bin/bash
source /home/amd_clmc/team/workspace/devel/setup.bash
cd /home/amd_clmc/team/workspace/devel/lib/amd_clmc_dmp/
chmod +x amd_clmc_dmp_cart_dmp_single_traj_training_demo
./amd_clmc_dmp_cart_dmp_single_traj_training_demo /home/amd_clmc/team/workspace/devel


0.54524 0.44840 0.41150 0.37761
0.54762 0.44859 0.41238 0.37686
0.55000 0.44877 0.41328 0.37611
0.55238 0.44895 0.41418 0.37533
0.55476 0.44913 0.41510 0.37455
0.55714 0.44931 0.41602 0.37374
0.55952 0.44948 0.41696 0.37293
0.56190 0.44965 0.41790 0.37209
0.56429 0.44982 0.41886 0.37124
0.56667 0.44999 0.41982 0.37038
0.56905 0.45016 0.42080 0.36950
0.57143 0.45032 0.42178 0.36860
0.57381 0.45048 0.42277 0.36769
0.57619 0.45063 0.42378 0.36676
0.57857 0.45078 0.42479 0.36581
0.58095 0.45093 0.42581 0.36485
0.58333 0.45107 0.42684 0.36387
0.58571 0.45120 0.42788 0.36288
0.58810 0.45133 0.42893 0.36186
0.59048 0.45146 0.42999 0.36083
0.59286 0.45158 0.43105 0.35979
0.59524 0.45169 0.43212 0.35872
0.59762 0.45179 0.43321 0.35764
0.60000 0.45189 0.43430 0.35654
0.60238 0.45198 0.43539 0.35542
0.60476 0.45206 0.43650 0.35429
0.60714 0.45213 0.43761 0.35314
0.60952 0.45220 0.43873 0.35197
0.61190 0.45225 0.43985 0.35078
0.61429 0.45230 0.44098 0.34957
0.61667 0.45233 0.44212 0.34835
0.61905 0.45236 0.44327 0.34710
0.62143 0.45237 0.44442 0.34584
0.62381 0.45237 0.44557 0.34456
0.62619 0.45236 0.44674 0.34327
0.62857 0.45234 0.44790 0.34195
0.63095 0.45231 0.44907 0.34062
0.63333 0.45226 0.45025 0.33926
0.63571 0.45220 0.45143 0.33789
0.63810 0.45213 0.45261 0.33650
0.64048 0.45204 0.45380 0.33510
0.64286 0.45194 0.45499 0.33367
0.64524 0.45182 0.45619 0.33223
0.64762 0.45169 0.45739 0.33077
0.65000 0.45155 0.45859 0.32929
0.65238 0.45139 0.45979 0.32779
0.65476 0.45121 0.46100 0.32628
0.65714 0.45102 0.46221 0.32475
0.65952 0.45081 0.46341 0.32320
0.66190 0.45059 0.46462 0.32164
0.66429 0.45034 0.46583 0.32006
0.66667 0.45009 0.46705 0.31846
0.66905 0.44981 0.46826 0.31685
0.67143 0.44952 0.46947 0.31522
0.67381 0.44921 0.47068 0.31357
0.67619 0.44889 0.47189 0.31192
0.67857 0.44854 0.47310 0.31024
0.68095 0.44818 0.47430 0.30855
0.68333 0.44780 0.47550 0.30685
0.68571 0.44740 0.47671 0.30514
0.68810 0.44699 0.47790 0.30341
0.69048 0.44655 0.47910 0.30167
0.69286 0.44610 0.48029 0.29991
0.69524 0.44562 0.48147 0.29815
0.69762 0.44513 0.48266 0.29637
0.70000 0.44462 0.48383 0.29458
0.70238 0.44409 0.48500 0.29278
0.70476 0.44354 0.48617 0.29098
0.70714 0.44297 0.48732 0.28916
0.70952 0.44238 0.48848 0.28733
0.71190 0.44177 0.48962 0.28549
0.71429 0.44114 0.49076 0.28364
0.71667 0.44049 0.49189 0.28179
0.71905 0.43982 0.49301 0.27993
0.72143 0.43913 0.49412 0.27806
0.72381 0.43843 0.49522 0.27618
0.72619 0.43770 0.49632 0.27430
0.72857 0.43695 0.49740 0.27241
0.73095 0.43618 0.49848 0.27052
0.73333 0.43539 0.49954 0.26862
0.73571 0.43459 0.50060 0.26671
0.73810 0.43376 0.50164 0.26481
0.74048 0.43291 0.50268 0.26289
0.74286 0.43205 0.50370 0.26098
0.74524 0.43117 0.50472 0.25906
0.74762 0.43026 0.50572 0.25713
0.75000 0.42934 0.50671 0.25521
0.75238 0.42840 0.50769 0.25328
0.75476 0.42744 0.50866 0.25136
0.75714 0.42647 0.50961 0.24943
0.75952 0.42547 0.51056 0.24750
0.76190 0.42446 0.51149 0.24557
0.76429 0.42344 0.51241 0.24364
0.76667 0.42239 0.51331 0.24171
0.76905 0.42133 0.51421 0.23978
0.77143 0.42025 0.51509 0.23786
0.77381 0.41916 0.51596 0.23594
0.77619 0.41805 0.51681 0.23402
0.77857 0.41693 0.51766 0.23210
0.78095 0.41579 0.51849 0.23019
0.78333 0.41463 0.51930 0.22828
